symbol,name,id
'CENT.A','Central Garden & Pet',NULL
'CENX','Century Alum Co',3220
'CEPH','Cephalon Inc',NULL
'CERN','Cerner Corp',11494
'CERS','Cerus Corp',11233
'CEVA','Ceva Inc',111585
'CF','Cf Inds Hldgs Inc',673987
'CFBK','Central Fed Corp',8027
'CFFC','Community Finl Corp',NULL
'CFFI','C & F Finl Corp',8106
'CFFN','Capitol Fed Finl',827897
'CFI','Culp Inc',1624
'CFL','Brinks Home Sec Hldgs I',NULL
'CFN','Carefusion Corp',NULL
'CFNB','California First Ntn',10357
'CFNL','Cardinal Finl Corp',5406
'CFR','Cullen Frost Bankers',9873
'CFS','Comforce Corp',NULL
'CFW','Cano Pete Inc',NULL
'CFX','Colfax Corp',766392
'CGI','Celadon Group Inc',946
'CGNX','Cognex Corp',5967
'CGX','Consolidated Graphic',NULL
'CHB','Champion Enterprises',NULL
'CHCI','Comstock Homebuildin',646501
'CHCO','City Hldg Co',5269
'CHD','Church & Dwight Inc',2297
'CHDN','Churchill Downs Inc',11302
'CHDX','Chindex Internationa',NULL
'CHE','Chemed Corp New',636
'CHEV','Cheviot Finl Corp',863583
'CHFC','Chemical Finl Corp',3318
'CHG','Ch Energy Group Inc',NULL
'CHH','Choice Hotels Intl I',9167
'CHK','Chesapeake Energy Co',1021
'CHKE','Cherokee Inc Del New',8058
'CHMP','Champion Inds Inc W',10514
'CHP','C&D Technologies Inc',NULL
'CHRD','Chordiant Software I',NULL
'CHRS','Charming Shoppes Inc',848758
'CHRW','C H Robinson Worldwi',2335
'CHS','Chicos Fas Inc',785
'CHSI','Catalyst Health Solutio',NULL
'CHTP','Chelsea Therapeutics',NULL
'CHTT','Chattem Inc',NULL
'CHUX','O Charleys Inc',NULL
'CHYR','Chyron Corp',NULL
'CI','Cigna Corp',9846
'CIA','Citizens Inc',6939
'CICI','Communication Intell',1544
'CIDM','Cinedigm Digital Cinema',109964
'CIE','Cobalt Intl Energy Inc',811322
'CIEN','Ciena Corp',2763
'CIGX','Star Scientific Inc',NULL
'CIM','Chimera Invt Corp',754608
'CINF','Cincinnati Finl Corp',11645
'CIR','Circor Intl Inc',1157
'CITP','Comsys It Partners I',NULL
'CITZ','Cfs Bancorp Inc',NULL
'CIX','Compx International',2916
'CJBK','Central Jersey Banco',NULL
'CKEC','Carmike Cinemas Inc',11033
'CKH','Seacor Hldgs Inc',206
'CKP','Checkpoint Sys Inc',8255
'CKR','Cke Restaurants Inc',NULL
'CKXE','Ckx Inc',NULL
'CL','Colgate Palmolive Co',10500
'CLC','Clarcor Inc',8243
'CLCT','Collectors Universe',7933
'CLD','Cloud Peak Energy Inc',784927
'CLDA','Clinical Data Inc Ne',NULL
'CLDX','Celldex Therapeutics In',8362
'CLF','Cliffs Natural Resource',7866
'CLFC','Center Finl Corp Cal',NULL
'CLFD','Clearfield Inc',11934
'CLH','Clean Harbors Inc',9257
'CLI','Mack Cali Rlty Corp',11255
'CLMS','Calamos Asset Mgmt I',645097
'CLMT','Calumet Specialty Pr',687530
'CLNE','Clean Energy Fuels Corp',720002
'CLNY','Colony Finl Inc',807592
'CLP','Colonial Pptys Tr',NULL
'CLR','Continental Resources I',54422
'CLRO','Clearone Communicati',4822
'CLRT','Clarient Inc',NULL
'CLSN','Celsion Corporation',11943
'CLUB','Town Sports Intl Hld',630150
'CLW','Clearwater Paper Corp',784407
'CLWR','Clearwire Corp New',NULL
'CLX','Clorox Co',1435
'CMA','Comerica Inc',3777
'CMC','Commercial Metals Co',7874
'CMCO','Columbus Mckinnon Co',7942
'CMCSA','Comcast Corp New',97076
'CME','Cme Group Inc',89162
'CMG','Chipotle Mexican Gri',113519
'CMI','Cummins Engine Inc',9590
'CMLS','Cumulus Media Inc',236
'CMN','Cantel Inc',11390
'CMO','Capstead Mtg Corp',1300
'CMP','Compass Minerals Int',403679
'CMRG','Casual Male Retail Grp',NULL
'CMS','Cms Energy Corp',3021
'CMT','Core Matls Corp',124
'CMTL','Comtech Telecommunic',5566
'CNA','Cna Finl Corp',8420
'CNB.Z','Colonial Bancgroup I',8420
'CNBC','Center Bancorp Inc',NULL
'CNBK.A','Century Bancorp Inc',8420
'CNC','Centene Corp Del',91560
'CNK','Cinemark Holdings Inc',733449
'CNL','Cleco Corp New',65000
'CNLG','Conolog Corp',8837
'CNMD','Conmed Corp',225
'CNO','Conseco Inc',402021
'CNP','Centerpoint Energy I',90900
'CNQR','Concur Technologies',NULL
'CNS','Cohen & Steers Inc',629153
'CNSL','Consolidated Comm Hl',653320
'CNTY','Century Casinos Inc',11895
'CNU','Continucare Corp',NULL
'CNVR','Convera Corp',NULL
'CNW','Con-Way Inc',10511
'CNX','Consol Energy Inc',4900
'CNXT','Conexant Systems Inc',85096
'COA','Coachmen Inds Inc',NULL
'COBR','Cobra Electrs Corp',NULL
'COBZ','Cobiz Inc',2609
'COCO','Corinthian Colleges',NULL
'COF','Capital One Finl Cor',2112
'COG','Cabot Oil & Gas Corp',666
'COGT','Cogent Inc',NULL
'COH','Coach Inc',76950
'COHN','Cohen & Co Inc',NULL
'COHR','Coherent Inc',9583
'COHU','Cohu Inc',744
'COKE','Coca Cola Bottlng Co',5754
'COL','Rockwell Collins Inc',85443
'COLB','Columbia Bkg Sys Inc',10792
'COLM','Columbia Sportswear',8195
'COMS','3com Corp',NULL
'COMV','Comverge Inc',NULL
'CONN','Conns Inc',596622
'COO','Cooper Cos Inc',6327
'COOL','Majesco Hldgs Inc',2175
'COP','Conocophillips',93916
'COPY','Copytele Inc',NULL
'CORE','Core Mark Holding Co',684592
'CORS','Corus Bankshares Inc',NULL
'CORT','Corcept Therapeutics',94341
'CORX','Cortex Pharmaceutica',560
'COSI','Cosi Inc',107524
'COST','Costco Whsl Corp New',3968
'COVR','Cover-All Technologi',NULL
'CPB','Campbell Soup Co',8588
'CPBK','Community Cap Corp S',NULL
'CPD','Caraco Pharmaceutica',NULL
'CPE','Callon Pete Co Del',5689
'CPEX','Cpex Pharmaceuticals In',70147
'CPF','Central Pac Finl Cor',6731
'CPHD','Cepheid Inc',75057
'CPII','Cpi International In',NULL
'CPIX','Cumberland Pharmaceutic',109945
'CPK','Chesapeake Utils Cor',4474
'CPKI','California Pizza Kit',NULL
'CPLA','Capella Education Co',105420
'CPLP','Capital Product Partner',738265
'CPN','Calpine Corp',2577
'CPNO','Copano Energy L L C',NULL
'CPO','Corn Prods Intl Inc',NULL
'CPRT','Copart Inc',4293
'CPRX','Catalyst Pharm Partn',716009
'CPSI','Computer Programs &',103545
'CPSS','Consumer Portfolio S',923
'CPST','Capstone Turbine Cor',74469
'CPT','Camden Ppty Tr',7356
'CPTS','Conceptus Inc',NULL
'CPWM','Cost Plus Inc Calif',NULL
'CPWR','Compuware Corp',NULL
'CPX','Complete Production',NULL
'CPY','Cpi Corp',NULL
'CQB','Chiquita Brands Intl',NULL
'CQP','Cheniere Energy Partner',729587
'CR','Crane Co',11823
'CRA','Celera Corp',NULL
'CRAI','Cra Intl Inc',4760
'CRAY','Cray Inc',7875
'CRBC','Citizens Bkg Corp Mi',NULL
'CRC','Chromcraft Revington',936411
'CRD.B','Crawford & Co',936411
'CRDC','Cardica Inc',374991
'CRDN','Ceradyne Inc',NULL
'CRE','Care Investment Trust I',NULL
'CRED','Credo Pete Corp',70147
'CREE','Cree Inc',1713
'CRFN','Crescent Finl Corp',NULL
'CRFT','Craftmade Intl Inc',NULL
'CRI','Carter Hldgs Inc',51228
'CRIS','Curis Inc',73827
'CRK','Comstock Res Inc',3315
'CRL','Charles Riv Labs Int',69864
'CRM','Salesforce Com Inc',159140
'CRMH','Crm Holdings Ltd',NULL
'CRMT','Americas Car Mart In',9875
'CRN','Cornell Corrections',NULL
'CROX','Crocs Inc',682861
'CRR','Carbo Ceramics Inc',9523
'CRRC','Courier Corp',NULL
'CRS','Carpenter Technology',4333
'CRT','Cross Timbers Rty Tr',11758
'CRTX','Cornerstone Therapeutic',NULL
'CRUS','Cirrus Logic Corp',2665
'CRV','Coast Distr Sys',NULL
'CRVL','Corvel Corp',382
'CRWN','Crown Media Hldgs In',71392
'CRXX','Combinatorx Inc',NULL
'CRY','Cryolife Inc',10026
'CRZO','Carrizo Oil & Co Inc',1555
'CSA','Cogdell Spencer Inc',880004
'CSBC','Citizens South Bkg C',NULL
'CSBK','Clifton Svgs Bancorp',921288
'CSC','Computer Sciences Co',15
'CSCD','Cascade Microtech In',79840
'CSCO','Cisco Sys Inc',3894
'CSCX','Cardiac Science Corp',NULL
'CSE','Capitalsource Inc',NULL
'CSFL','Centerstate Bks Fla',71157
'CSGP','Costar Group Inc',6594
'CSGS','Csg Sys Intl Inc',4617
'CSH','Cash Amer Invts Inc',6368
'CSII','Cardiovascular Sys Inc',376746
'CSL','Carlisle Corp',8407
'CSPI','Csp Inc',8713
'CSS','Css Inds Inc',2651
'CSTR','Coinstar Inc',NULL
'CSU','Capital Sr Living Co',82
'CSV','Carriage Svcs Inc',2515
'CSX','Csx Corp',4194
'CT','Capital Trust Inc Md',NULL
'CTAS','Cintas Corp',5215
'CTB','Cooper Tire & Rubr',3845
'CTBI','Community Tr Bancorp',2661
'CTBK','City Bk Lynnwood Was',NULL
'CTCT','Constant Contact Inc',750037
'CTDB','Citadel Broadcasting',NULL
'CTGX','Computer Task Group',NULL
'CTHR','Charles & Colvard Lt',11968
'CTIB','Cti Industries Corp',8131
'CTIC','Cell Therapeutics Inc',5460
'CTL','Centurytel Inc',7620
'CTO','Consolidated Tomoka',11723
'CTRN','Citi Trends Inc',665794
'CTS','Cts Corp',9780
'CTSH','Cognizant Technology',2488
'CTT','Competitive Technolo',690618
'CTV','Commscope Inc',16960
'CTWS','Conn Wtr Svc Inc',8392
'CTXS','Citrix Sys Inc',11184
'CTZN','Citizens First Banco',NULL
'CUB','Cubic Corp',11672
'CUR','Neuralstem Inc',704044
'CUTR','Cutera Inc',94568
'CUZ','Cousins Pptys Inc',10717
'CV','Central Vt Pub Svc',NULL
'CVA','Covanta Hldg Corp',11015
'CVBF','Cvb Finl Corp',4133
'CVC','Cablevision Sys Corp',46742
'CVCO','Cavco Inds Inc Del',13892
'CVCY','Central Valley Cmnty',80992
'CVD','Covance Inc',NULL
'CVG','Convergys Corp',3790
'CVGI','Commercial Veh Group',636513
'CVGW','Calavo Growers Inc',85736
'CVH','Coventry Health Care',NULL
'CVI','Cvr Energy Inc',721774
'CVLL','Community Valley Ban',NULL
'CVLT','Commvault Systems In',103111
'CVLY','Codorus Vy Bancorp I',9510
'CVM','Cel-Sci Corp',839
'CVO','Cenveo Inc',2280
'CVS','Cvs Corp',559
'CVTI','Covenant Trans Inc',8287
'CVU','Cpi Aerostructures I',6205
'CVV','Cvd Equip Corp',4294
'CVX','Chevron Corp',9178
'CW','Curtiss Wright Corp',5870
'CWBS','Commonwealth Bankshs',NULL
'CWEI','Williams Clayton Ene',4340
'CWLZ','Cowlitz Bancorp Wash',NULL
'CWST','Casella Waste Sys In',6572
'CWT','California Wtr Svc G',7218
'CWTR','Coldwater Creek Inc',NULL
'CXG','Cnx Gas Corp',NULL
'CXM','Cardium Therapeutics',NULL
'CXO','Concho Res Inc',704146
'CXPO','Crimson Exploration',NULL
'CXS','Crexus Invt Corp',NULL
'CXW','Corrections Corp Ame',55694
'CY','Cypress Semiconducto',3231
'CYAN','Cyanotech Corp',11277
'CYBE','Cyberoptics Corp',4329
'CYBI','Cybex Intl Inc',NULL
'CYBS','Cybersource Corp',NULL
'CYBX','Cyberonics Inc',8299
'CYCC','Cyclacel Pharmaceuti',81814
'CYH','Community Health Sys',73848
'CYMI','Cymer Inc',NULL
'CYN','City Natl Corp',11877
'CYNO','Cynosure Inc',316365
'CYPB','Cypress Biosciences',NULL
'CYS','Cypress Sharpridge Invt',741637
'CYT','Cytec Inds Inc',8638
'CYTK','Cytokinetics Inc',151383
'CYTR','Cytrx Corp',7798
'CYTX','Cytori Therapeutics',85118
'CZNC','Citizens & Northn Co',3106
'D','Dominion Res Inc Va',8334
'DAIO','Data I O Corp',6168
'DAKT','Daktronics Inc',894
'DAL','Delta Air Lines Inc Del',7551
'DAN','Dana Holding Corp',2038
'DAR','Darling Intl Inc',11629
'DARA','Dara Biosciences Inc',332
'DATA','Datatrak Intl Inc',649881
'DAVE','Famous Daves Amer In',5174
'DBD','Diebold Inc',1277
'DBLE','Double Eagle Pete&Mn',NULL
'DBRN','Dress Barn Inc',NULL
'DBTK','Double-Take Software',NULL
'DCAI','Dialysis Corp Amer',NULL
'DCI','Donaldson Inc',1528
'DCO','Ducommun Inc Del',574
'DCOM','Dime Cmnty Bancorp I',2053
'DCP','Dyncorp Intl Inc',NULL
'DCT','Dct Industrial Trust',107266
'DCTH','Delcath Sys Inc',76939
'DD','Du Pont E I De Nemou',2344
'DDD','Scolr Inc',5580
'DDDC','Deltathree Com Inc',NULL
'DDE','Dover Downs Gaming &',92576
'DDIC','Ddi Corp',NULL
'DDMX','Dynamex Inc',NULL
'DDR','Developers Diversifi',9812
'DDRX','Diedrich Coffee Inc',NULL
'DDS','Dillards Inc',11112
'DE','Deere & Co',12512
'DEAR','Dearborn Bancorp Inc',6885
'DECK','Deckers Outdoor Corp',5154
'DEI','Douglas Emmett Inc',712303
'DEL','Deltic Timber Corp',10328
'DELL','Dell Inc',NULL
'DENN','Dennys Corp',1116
'DEP','Duncan Energy Partne',NULL
'DEPO','Depomed Inc',2551
'DEST','Destination Maternity C',7748
'DF','Dean Foods Co New',8149
'DFG','Delphi Finl Group In',NULL
'DFR','Deerfield Capital Corp',NULL
'DFS','Discover Finl Svcs',738752
'DFT','Dupont Fabros Technolog',753931
'DFZ','Barry R G Corp Ohio',NULL
'DG','Dollar Gen Corp New',1605
'DGAS','Delta Nat Gas Inc',2682
'DGI','Digitalglobe Inc',386862
'DGIC.A','Donegal Group Inc',386862
'DGII','Digi Intl Inc',10068
'DGIT','Dg Fastchannel Inc',NULL
'DGLY','Digital Ally Inc',689454
'DGSE','Dgse Companies Inc',11692
'DGX','Quest Diagnostics In',1330
'DHCC','Diamondhead Casino C',NULL
'DHI','D R Horton Inc',9618
'DHIL','Diamond Hill Investm',11958
'DHR','Danaher Corp',7081
'DHT','Dht Maritime Inc',685857
'DHX','Dice Hldgs Inc',740167
'DIET','Ediets Com Inc',NULL
'DIGA','Digital Angel Corp New',NULL
'DIN','Dineequity Inc',4427
'DINE','Rewards Network Inc',NULL
'DIOD','Diodes Inc',10636
'DIS','Disney Walt Prodtns',9479
'DISC.A','Discovery Communicatns',9479
'DISH','Dish Network Corp',2702
'DISK','Image Entmt Inc',NULL
'DIT','Amcon Distrg Co',4828
'DITC','Ditech Networks Inc',NULL
'DIVX','Divx Inc',NULL
'DK','Delek Us Hldgs Inc',698785
'DKS','Dicks Sporting Goods',373757
'DLA','Delta Apparel Inc',70522
'DLB','Dolby Laboratories I',655607
'DLIA','Delias Inc New',NULL
'DLLR','Dollar Finl Corp',NULL
'DLM','Del Monte Foods Co',NULL
'DLR','Digital Rlty Tr Inc',645189
'DLTR','Dollar Tree Inc',8110
'DLX','De Luxe Check Printe',2415
'DM','Dolan Media Co',930976
'DMAN','Demandtec Inc',NULL
'DMC','Document Sec Sys Inc',NULL
'DMLP','Dorchester Minerals',110131
'DMND','Diamond Foods Inc',668506
'DMRC','Digimarc Corp New',781286
'DNB','Dun & Bradstreet Cor',77129
'DNBK','Danvers Bancorp Inc',NULL
'DNDN','Dendreon Corp',NULL
'DNE','Dune Energy Inc',NULL
'DNEX','Dionex Corp',NULL
'DNR','Denbury Res Inc',1056
'DO','Diamond Offshore Dri',4452
'DOLE','Dole Food Co Inc New',NULL
'DORM','Dorman Products Inc',3363
'DOV','Dover Corp',9123
'DOW','Dow Chem Co',6197
'DPL','Dpl Inc',NULL
'DPM','Dcp Midstream Partne',685590
'DPS','Dr Pepper Snapple Group',762146
'DPTR','Delta Pete Corp',NULL
'DPW','Digital Pwr Corp',6064
'DPZ','Dominos Pizza Inc',631090
'DRAD','Digigrad Corp',90024
'DRAM','Dataram Corp',4226
'DRC','Dresser-Rand Group I',NULL
'DRCO','Dynamics Resh Corp',NULL
'DRE','Duke Realty Corp.',6878
'DRH','Diamondrock Hospital',644741
'DRI','Darden Restaurants I',9838
'DRIV','Digital Riv Inc',NULL
'DRJ','Dreams Inc',NULL
'DRL','Doral Finl Corp',NULL
'DRQ','Dril-Quip Inc',11793
'DRRX','Durect Corp',75455
'DSCI','Derma Sciences Inc',6794
'DSCM','Drugstore Com Inc',NULL
'DSCO','Discovery Laboratori',5331
'DSPG','Dsp Group Inc',4270
'DST','Dst Sys Inc Del',9134
'DSTI','Daystar Technologies',593356
'DSW','Dsw Inc',667220
'DTE','Dte Energy Co',3376
'DTG','Dollar Thrifty Autom',NULL
'DTLK','Datalink Corp',8246
'DTPI','Diamond Mgmt & Techn',NULL
'DTSI','Dts Inc',404378
'DTV','Directv',NULL
'DUCK','Auckwall-Alto Stores',NULL
'DUF','Duff & Phelps Corp New',NULL
'DUK','Duke Energy Corp New',673371
'DUSA','Dusa Pharmaceuticals',NULL
'DV','Devry Inc Del',3054
'DVA','Davita Inc',9056
'DVAX','Dynavax Technologies',81408
'DVD','Dover Motorsports In',2648
'DVN','Devon Energy Corp',65410
'DVR','Cal Dive Intl Inc De',NULL
'DW','Drew Inds Inc',10037
'DWA','Dreamworks Animation',643604
'DWCH','Datawatch Corp',3918
'DWRI','Design Within Reach',NULL
'DWSN','Dawson Geophysical',4125
'DX','Dynex Cap Inc',1298
'DXCM','Dexcom Inc',112654
'DXPE','Dxp Enterprises Inc',11058
'DXR','Daxor Corp',2013
'DXYN','Dixie Group Inc',5949
'DY','Dycom Inds Inc',6599
'DYAX','Dyax Corp',50023
'DYII','Dynacq Healthcare In',8572
'DYN','Dynegy Inc Del',728265
'DYNT','Dynatronics Corp',10971
'EAC','Encore Acquisition C',828320
'EAG','American Defense Sys In',NULL
'EAR','Hearx Ltd',NULL
'EAT','Brinker Intl Inc',7052
'EBAY','Ebay Inc',7098
'EBF','Ennis Business Forms',7627
'EBHI','Bauer Eddie Hldgs In',NULL
'EBIX','Ebix Com Inc',209
'EBS','Emergent Biosolution',718371
'EBSB','Meridian Interstat Banc',929324
'EBTC','Enterprise Bancorp I',31301
'EBTX','Encore Bancshares Inc',NULL
'ECHO','Echo Global Logistics I',777083
'ECL','Ecolab Inc',7317
'ECLP','Eclipsys Corp',NULL
'ECNG','Energyconnect Group Inc',NULL
'ECOL','American Ecology Cor',8442
'ECPG','Encore Cap Group Inc',10822
'ED','Consolidated Edison',44617
'EDAC','Edac Technologies Co',NULL
'EDCI','Edci Hldgs Inc',4861
'EDE','Empire Dist Elec Co',11705
'EDGR','Edgar Online Inc',NULL
'EDGW','Edgewater Technology',8881
'EDMC','Education Mgmt Corp New',5057
'EDR','Education Rlty Tr In',650438
'EDUC','Educational Dev Corp',262
'EE','El Paso Elec Co',1332
'EEE','Evergreen Energy Inc',NULL
'EEFT','Euronet Svcs Inc',4512
'EEI','Ecology & Environmen',2386
'EEP','Enbridge Energy Part',6903
'EEQ','Enbridge Energy Mana',111005
'EFII','Electronics For Imag',7904
'EFJI','Efj Inc',NULL
'EFOI','Energy Focus Inc',877
'EFSC','Enterprise Finl Svcs',33626
'EFX','Equifax Inc',189
'EGAS','Energy Inc Mont',2231
'EGBN','Eagle Bancorp Inc Md',11021
'EGHT','8x8 Inc New',10787
'EGLE','Eagle Bulk Shipping',669389
'EGLQ','Electroglas Inc',NULL
'EGN','Energen Corp',4432
'EGOV','Nic Inc',11657
'EGP','Eastgroup Ppty Inc',8504
'EGT','Elixir Gaming Technolog',42266
'EGY','Vaalco Energy Inc',4367
'EHTH','Ehealth Inc',706368
'EIG','Employers Holdings I',724944
'EIHI','Eastern Ins Hldgs In',NULL
'EIX','Edison Intl',2108
'EK','Eastman Kodak Co',NULL
'EL','Lauder Estee Cos Inc',6669
'ELGX','Endologix Inc',6460
'ELMG','Ems Technologies Inc',NULL
'ELNK','Earthlink Inc',70680
'ELON','Echelon Corp',9502
'ELOY','Eloyalty Corp',NULL
'ELRC','Electro Rent Corp',4248
'ELS','Equity Lifestyle Ppt',4567
'ELSE','Electro-Sensors Inc',1538
'ELTP','Elite Pharmaceutical',11771
'ELX','Emulex Corp',NULL
'ELY','Callaway Golf Co',7974
'EM','Emdeon Inc',NULL
'EMAN','Emagin Corp',2767
'EMC','E M C Corp Mass',6149
'EMCI','Emc Ins Group Inc',7395
'EME','Emcor Group Inc',11063
'EMIS','Emisphere Technologi',5372
'EMKR','Emcore Corp',9224
'EML','Eastern Co',11295
'EMMS','Emmis Communications',7725
'EMN','Eastman Chem Co',2209
'EMR','Emerson Elec Co',7137
'EMS','Emergency Medical Sv',NULL
'ENA','Enova Systems Inc',NULL
'ENCO','Encorium Group Inc',NULL
'END','Endeavour Intl Corp',NULL
'ENDP','Endo Pharmaceuticals',921997
'ENER','Energy Conver Device',NULL
'ENG','Englobal Corp',10073
'ENH','Endurance Specialty',376515
'ENMD','Entremed Inc',NULL
'ENOC','Enernoc Inc',412490
'ENP','Encore Energy Partners',NULL
'ENR','Energizer Hldgs Inc',956875
'ENS','Enersys',635649
'ENSG','Ensign Group Inc',185689
'ENTG','Entegris Inc',70387
'ENTN','Entorian Technologies I',NULL
'ENTR','Entropic Communications',NULL
'ENWV','Endwave Corp',NULL
'ENZ','Enzo Biochem Inc',6491
'ENZN','Enzon Pharmaceutic',9657
'EOG','Eog Res Inc',8842
'EONC','Eon Communications Corp',NULL
'EP','El Paso Corp',NULL
'EPAX','Ambassadors Group In',92456
'EPAY','Bottomline Tech Del',434
'EPB','El Paso Pipeline Partne',NULL
'EPCT.D','Epicept Corp',NULL
'EPD','Enterprise Prods Par',4164
'EPE','Enterprise Gp Hldgs',914747
'EPEX','Edge Pete Corp Del',NULL
'EPG','Environmental Pwr Co',NULL
'EPHC','Epoch Holding Corp',NULL
'EPIC','Epicor Software Corp',NULL
'EPIQ','Epiq Sys Inc',2564
'EPIX','Epix Pharmaceuticals',966584
'EPL','Energy Partners Ltd',NULL
'EPM','Evolution Petroleum',5691
'EPR','Entertainment Pptys',9097
'EQIX','Equinix Inc',70489
'EQR','Equity Residential P',6121
'EQT','Eqt Corp',3321
'EQY','Equity One',665
'ERES','Eresearchtechnology',NULL
'ERIE','Erie Indty Co',11292
'ERII','Energy Recovery Inc',774558
'EROC','Eagle Rock Energy Pa',711020
'ERTS','Electronic Arts',NULL
'ES','Energysolutions Inc',9396
'ESBF','Esb Finl Corp',NULL
'ESBK','Elmira Svgs Bk Fsb N',29648
'ESC','Emeritus Corp',NULL
'ESCA','Escalade Inc',5621
'ESCC','Evans&Sutherland Com',6099
'ESE','Esco Technologies In',10694
'ESGR','Enstar Group Limited',710602
'ESI','Itt Educational Serv',4807
'ESIC','Easylink Services Intl',NULL
'ESIO','Electro Scientific',2782
'ESL','Esterline Technologi',5377
'ESLR','Evergreen Solar Inc',NULL
'ESMC','Escalon Med Corp',1292
'ESP','Espey Mfg & Electrs',9857
'ESRX','Express Scripts Inc',865380
'ESS','Essex Ppty Tr Inc',4810
'ESSA','Essa Bancorp Inc',728118
'ESYS','Elecsys Corp',NULL
'ETE','Energy Transfer Equi',616715
'ETFC','E-Trade Finl Grp',2508
'ETH','Ethan Allen Interior',3096
'ETM','Entercom Communicati',4981
'ETN','Eaton Corp',884574
'ETP','Energy Transfer Prtn',11419
'ETR','Entergy Corp New',8041
'ETRM','Enteromedics Inc',717005
'EUBK','Eurobancshares Inc',NULL
'EV','Eaton Vance Corp',9274
'EVBN','Evans Bancorp Inc',9893
'EVBS','Eastern Va Bankshare',3745
'EVC','Entravision Communic',75466
'EVEP','Ev Energy Partners L',708742
'EVOL','Evolving Sys Inc',1721
'EVR','Evercore Partners In',708622
'EVVV','Ev3 Inc',NULL
'EW','Edwards Lifesciences',69863
'EWBC','East West Bancorp In',3224
'EXAC','Exactech Inc',11767
'EXAR','Exar Corp',8154
'EXAS','Exact Sciences Corp',80522
'EXBD','Corporate Executive',NULL
'EXC','Exelon Corp',74281
'EXEL','Exelixis Inc',71788
'EXH','Exterran Hldgs Inc',739456
'EXLP','Exterran Partners Lp',713372
'EXLS','Exlservice Holdings',656996
'EXM','Excel Maritime Carri',NULL
'EXP','Eagle Materials Inc',1301
'EXPD','Expeditors Intl Wash',1552
'EXPE','Expedia Inc Del',671535
'EXPO','Exponet Inc',11083
'EXR','Extra Space Storage',635181
'EXTR','Extreme Networks Inc',4504
'EZPW','Ezcorp Inc',5960
'F','Ford Mtr Co Del',3404
'FAC','First Acceptance Cor',9668
'FACE','Physicians Formula H',NULL
'FACT','Facet Biotech Corp',NULL
'FAF','First Amern Finl Cor',817407
'FALC','Falconstor Software',11663
'FARM','Farmer Bros Co',7662
'FARO','Faro Technologies In',9228
'FAST','Fastenal Co',8709
'FBC','Flagstar Bancorp Inc',11254
'FBCM','Fbr Capital Markets Cor',NULL
'FBMI','Firstbank Corp Mich',NULL
'FBN','Furniture Brands Int',NULL
'FBNC','First Bancorp N C',8748
'FBP','First Bancorp P R',51133
'FC','Franklin Covey Co',1657
'FCAL','First California Financ',NULL
'FCBC','First Cmnty Bancshar',11954
'FCE.A','Forest City Enterpri',11954
'FCEL','Fuelcell Energy Inc',11801
'FCF','First Comwlth Finl P',942
'FCFC','Firstcity Finl Corp',NULL
'FCFS','First Cash Finl Svcs',8525
'FCH','Felcor Lodging Tr In',4684
'FCN','Fti Consulting Inc',7724
'FCNC.A','First Citizens Bancs',7724
'FCS','Fairchild Semiconduc',11493
'FCVA','First Capital Bancor',720580
'FCX','Freeport-Mcmoran Cop',9706
'FCZA','First Ctzns Banc Cor',NULL
'FDEF','First Defiance Finl',1338
'FDML','Federal Mogul Corp',765138
'FDO','Family Dlr Stores In',NULL
'FDP','Fresh Del Monte Prod',58480
'FDS','Factset Resh Sys Inc',9200
'FDX','Fedex Corp',44679
'FE','First Energy Corp',3689
'FEIC','Fei Co',11288
'FEIM','Frequency Electrs In',9136
'FELE','Franklin Elec Inc',9530
'FEP','Franklin Electr Publ',845906
'FFBC','First Finl Bancorp',11001
'FFBH','First Fed Bancshares',NULL
'FFCH','First Financial Hldg',NULL
'FFEX','Frozen Food Expr Ind',NULL
'FFG','Fbl Finl Group Inc',9465
'FFIC','Flushing Finl Corp',8012
'FFIN','First Finl Bankshare',6801
'FFIV','F5 Networks Inc',1870
'FFKT','Farmers Cap Bk Corp',3485
'FFNW','First Financial Northwe',746233
'FFSX','First Fed Bankshares',NULL
'FGP','Ferrellgas Partners',2283
'FGXI','Fgx International Hldgs',NULL
'FHCO','Female Health Co',3978
'FHN','First Horizon Natl C',5314
'FICO','Fair Isaac Corp',10444
'FIF','Financial Fed Corp',848974
'FIG','Fortress Investment',725821
'FIGI','Fortress Intl Group Inc',NULL
'FII','Federated Invs Inc P',9206
'FINL','Finish Line Inc',1497
'FIRE','Sourcefire Inc',NULL
'FIS','Fidelity Natl Inform',85173
'FISI','Financial Instns Inc',957
'FISV','Fiserv Inc',6043
'FIT','Health Fitness Corp',789726
'FITB','Fifth Third Bancorp',7793
'FIX','Comfort Sys Usa Inc',4201
'FIZZ','National Beverage Co',7287
'FL','Foot Locker Inc',3199
'FLDR','Flanders Corp',NULL
'FLIC','First Long Is Corp',7826
'FLIR','Flir Sys Inc',11007
'FLL','Full House Resorts I',10746
'FLO','Flowers Foods Inc',81319
'FLOW','Flow Intl Corp',965445
'FLR','Fluor Corp',79580
'FLS','Flowserve Corp',10295
'FLWS','1 800 Flowers Com',4008
'FLXS','Flexsteel Inds Inc',11972
'FMAR','First Mariner Bancor',NULL
'FMBI','First Midwest Bancor',3070
'FMC','F M C Corp',8364
'FMD','First Marblehead Cor',593863
